,start,end,duration
4702,1239140000,1239142000,2000
4703,1239142000,1239144000,2000
4704,1239144000,1239146000,2000
4705,1239146000,1239148000,2000
4706,1239148000,1239150000,2000
4707,1239150000,1239152000,2000
4708,1239152000,1239154000,2000
4709,1239154000,1239156000,2000
4710,1239156000,1239158000,2000
4711,1239158000,1239160000,2000
4712,1239160000,1239162000,2000
4713,1239162000,1239164000,2000
4714,1239164000,1239166000,2000
4715,1239166000,1239168000,2000
4716,1239168000,1239170000,2000
4717,1239170000,1239172000,2000
4718,1239172000,1239174000,2000
4719,1239174000,1239176000,2000
4720,1239176000,1239178000,2000
4721,1239178000,1239180000,2000
4722,1239180000,1239182000,2000
4723,1239182000,1239184000,2000
4724,1239184000,1239186000,2000
4725,1239186000,1239188000,2000
4726,1239188000,1239190000,2000
4727,1239190000,1239192000,2000
4728,1239192000,1239194000,2000
4729,1239194000,1239196000,2000
4730,1239196000,1239198000,2000
4731,1239198000,1239200000,2000
10182,1239200000,1239202000,2000
10183,1239202000,1239204000,2000
10184,1239204000,1239206000,2000
10185,1239206000,1239208000,2000
10186,1239208000,1239210000,2000
10187,1239210000,1239212000,2000
10188,1239212000,1239214000,2000
10189,1239214000,1239216000,2000
10190,1239216000,1239218000,2000
10191,1239218000,1239220000,2000
10192,1239220000,1239222000,2000
10193,1239222000,1239224000,2000
10194,1239224000,1239226000,2000
10195,1239226000,1239228000,2000
10196,1239228000,1239230000,2000
10197,1239230000,1239232000,2000
10198,1239232000,1239234000,2000
10199,1239234000,1239236000,2000
10200,1239236000,1239238000,2000
10201,1239238000,1239240000,2000
10202,1239240000,1239242000,2000
10203,1239242000,1239244000,2000
10204,1239244000,1239246000,2000
10205,1239246000,1239248000,2000
10206,1239248000,1239250000,2000
10207,1239250000,1239252000,2000
10208,1239252000,1239254000,2000
10209,1239254000,1239256000,2000
10210,1239256000,1239258000,2000
10211,1239258000,1239260000,2000
10212,1239260000,1239262000,2000
10213,1239262000,1239264000,2000
10214,1239264000,1239266000,2000
10215,1239266000,1239268000,2000
10216,1239268000,1239270000,2000
10217,1239270000,1239272000,2000
10218,1239272000,1239274000,2000
10219,1239274000,1239276000,2000
10220,1239276000,1239278000,2000
10221,1239278000,1239280000,2000
10222,1239280000,1239282000,2000
10223,1239282000,1239284000,2000
10224,1239284000,1239286000,2000
10225,1239286000,1239288000,2000
10226,1239288000,1239290000,2000
10227,1239290000,1239292000,2000
10228,1239292000,1239294000,2000
10229,1239294000,1239296000,2000
10230,1239296000,1239298000,2000
10231,1239298000,1239300000,2000
13750,1239300000,1239302000,2000
13751,1239302000,1239304000,2000
13752,1239304000,1239306000,2000
13753,1239306000,1239308000,2000
13754,1239308000,1239310000,2000
13755,1239310000,1239312000,2000
13756,1239312000,1239314000,2000
13757,1239314000,1239316000,2000
13758,1239316000,1239318000,2000
13759,1239318000,1239320000,2000
13760,1239320000,1239322000,2000
13761,1239322000,1239324000,2000
13762,1239324000,1239326000,2000
13763,1239326000,1239328000,2000
13764,1239328000,1239330000,2000
13765,1239330000,1239332000,2000
13766,1239332000,1239334000,2000
13767,1239334000,1239336000,2000
13768,1239336000,1239338000,2000
13769,1239338000,1239340000,2000
13770,1239340000,1239342000,2000
13771,1239342000,1239344000,2000
13772,1239344000,1239346000,2000
13773,1239346000,1239348000,2000
13774,1239348000,1239350000,2000
13775,1239350000,1239352000,2000
13776,1239352000,1239354000,2000
13777,1239354000,1239356000,2000
13778,1239356000,1239358000,2000
13779,1239358000,1239360000,2000
13780,1239360000,1239362000,2000
13781,1239362000,1239364000,2000
13782,1239364000,1239366000,2000
13783,1239366000,1239368000,2000
13784,1239368000,1239370000,2000
13785,1239370000,1239372000,2000
13786,1239372000,1239374000,2000
13787,1239374000,1239376000,2000
13788,1239376000,1239378000,2000
13789,1239378000,1239380000,2000
13790,1239380000,1239382000,2000
13791,1239382000,1239384000,2000
13792,1239384000,1239386000,2000
13793,1239386000,1239388000,2000
13794,1239388000,1239390000,2000
13795,1239390000,1239392000,2000
13796,1239392000,1239394000,2000
13797,1239394000,1239396000,2000
13798,1239396000,1239398000,2000
13799,1239398000,1239400000,2000
12950,1239400000,1239402000,2000
12951,1239402000,1239404000,2000
12952,1239404000,1239406000,2000
12953,1239406000,1239408000,2000
12954,1239408000,1239410000,2000
12955,1239410000,1239412000,2000
12956,1239412000,1239414000,2000
12957,1239414000,1239416000,2000
12958,1239416000,1239418000,2000
12959,1239418000,1239420000,2000
12960,1239420000,1239422000,2000
12961,1239422000,1239424000,2000
12962,1239424000,1239426000,2000
12963,1239426000,1239428000,2000
